CustomerID,Recency,Frequency,Monetary,TotalQuantity,AverageOrderValue,UniqueProducts,UniqueCategories,ReturnRate,CancellationRate,AverageDiscount,AverageOrderFrequency,first_order_date,last_order_date,ActiveDays,customer_segment,ExpectedPurchaseCycle,OverdueRatio,ChurnRiskScore,CustomerLoyaltyIndex,RetentionPriority
CUST000171,178,2,558.21,8,279.105,2,1,0.0,0.5,0.0,0.0021810250817884,2021-12-31,2024-07-04,917,3,365.0,0.49,0.4877,40.08,Friction Resolution
CUST000172,1232,1,1376.02,3,1376.02,1,1,0.0,0.0,0.25,1.0,2021-08-15,2021-08-15,1,0,90.0,13.69,1.0,24.97,Reactivation Offer
CUST000173,770,1,366.02,2,366.02,1,1,0.0,0.0,0.15,1.0,2022-11-20,2022-11-20,1,0,90.0,8.56,1.0,13.15,Reactivation Offer
CUST000174,484,2,1203.62,7,601.81,2,1,0.0,0.0,0.125,0.0015432098765432,2020-02-15,2023-09-02,1296,1,365.0,1.33,1.0,51.79,Re-engagement Push
CUST000176,939,1,522.94,1,522.94,1,1,0.0,0.0,0.1,1.0,2022-06-04,2022-06-04,1,0,90.0,10.43,1.0,15.2,Reactivation Offer
CUST000177,36,2,1544.04,8,772.02,2,2,0.0,0.0,0.075,0.3333333333333333,2024-11-18,2024-11-23,6,1,15.0,2.4,0.0986,41.6,Cross-sell Campaign
CUST000178,365,2,871.72,3,435.86,2,2,0.0,0.0,0.075,0.0246913580246913,2023-10-11,2023-12-30,81,0,81.0,4.51,1.0,34.9,Reactivation Offer
CUST000179,1462,1,185.21,2,185.21,1,1,0.0,0.0,0.25,1.0,2020-12-28,2020-12-28,1,0,90.0,16.24,1.0,11.09,Reactivation Offer
CUST000180,146,7,4954.05,16,707.7214285714286,6,3,0.0,0.0,0.1214285714285714,0.0046791443850267,2020-07-02,2024-08-05,1496,2,249.3,0.59,0.4,95.96,VIP Loyalty Care
CUST000183,19,3,2221.32,6,740.44,3,3,0.0,0.0,0.0666666666666666,0.0043859649122807,2023-01-27,2024-12-10,684,1,342.0,0.06,0.0521,64.22,Cross-sell Campaign
CUST000184,293,1,1150.3,2,1150.3,1,1,0.0,0.0,0.0,1.0,2024-03-11,2024-03-11,1,0,90.0,3.26,0.8027,22.5,Reactivation Offer
CUST000185,367,2,506.42,4,253.21,2,2,0.0,0.0,0.05,0.0057636887608069,2023-01-16,2023-12-28,347,1,347.0,1.06,1.0,33.13,Re-engagement Push
CUST000186,1815,1,1002.32,3,1002.32,1,1,0.0,0.0,0.1,1.0,2020-01-10,2020-01-10,1,0,90.0,20.17,1.0,20.83,Reactivation Offer
CUST000188,705,4,3356.62,9,839.155,4,3,0.0,0.0,0.1375,0.0051880674448767,2020-12-15,2023-01-24,771,2,257.0,2.74,1.0,78.9,VIP Winback Alert
CUST000189,504,1,739.02,4,739.02,1,1,0.0,1.0,0.0,1.0,2023-08-13,2023-08-13,1,3,90.0,5.6,1.0,17.83,Friction Resolution
CUST000190,907,1,264.69,1,264.69,1,1,0.0,0.0,0.15,1.0,2022-07-06,2022-07-06,1,0,90.0,10.08,1.0,11.98,Reactivation Offer
CUST000191,361,2,1908.93,9,954.465,2,2,0.0,0.0,0.075,0.0079051383399209,2023-04-26,2024-01-03,253,1,253.0,1.43,0.989,47.65,Re-engagement Push
CUST000192,81,3,1889.94,8,629.98,3,2,0.3333333333333333,0.0,0.0833333333333333,0.0022091310751104,2021-01-21,2024-10-09,1358,1,365.0,0.22,0.2219,68.69,Cross-sell Campaign
CUST000193,969,2,1386.38,5,693.1899999999999,2,2,0.0,0.0,0.0,0.0025906735751295,2020-03-25,2022-05-05,772,1,365.0,2.65,1.0,47.85,Re-engagement Push
CUST000194,785,1,741.08,3,741.08,1,1,0.0,0.0,0.2,1.0,2022-11-05,2022-11-05,1,0,90.0,8.72,1.0,17.86,Reactivation Offer
CUST000195,399,1,766.71,5,766.71,1,1,0.0,0.0,0.2,1.0,2023-11-26,2023-11-26,1,0,90.0,4.43,1.0,18.14,Reactivation Offer
CUST000196,1800,1,688.99,3,688.99,1,1,0.0,0.0,0.0,1.0,2020-01-25,2020-01-25,1,0,90.0,20.0,1.0,17.27,Reactivation Offer
CUST000197,316,3,3019.76,8,1006.5866666666668,3,3,0.0,0.3333333333333333,0.0833333333333333,0.0030895983522142,2021-06-22,2024-02-17,971,1,365.0,0.87,0.8658,73.7,Re-engagement Push
CUST000198,912,1,612.66,2,612.66,1,1,0.0,0.0,0.0,1.0,2022-07-01,2022-07-01,1,0,90.0,10.13,1.0,16.33,Reactivation Offer
CUST000199,197,2,1247.08,6,623.54,2,2,0.0,0.0,0.025,0.0033783783783783,2022-11-02,2024-06-15,592,1,365.0,0.54,0.5397,44.3,Cross-sell Campaign
CUST000200,76,5,3271.38,14,654.2760000000001,5,4,0.0,0.0,0.1399999999999999,0.0037764350453172,2021-03-01,2024-10-14,1324,2,331.0,0.23,0.2082,87.26,VIP Loyalty Care
CUST000203,602,3,2907.86,9,969.2866666666664,3,2,0.0,0.0,0.1,0.0036319612590799,2021-02-01,2023-05-07,826,1,365.0,1.65,1.0,71.32,Re-engagement Push
CUST000204,754,2,3098.64,7,1549.32,2,2,0.0,0.5,0.1,0.008,2022-04-01,2022-12-06,250,3,250.0,3.02,1.0,57.26,Friction Resolution
CUST000206,507,2,620.13,5,310.065,2,2,0.0,0.0,0.025,0.0016708437761069,2020-05-01,2023-08-10,1197,1,365.0,1.39,1.0,44.06,Re-engagement Push
CUST000207,1389,1,156.56,3,156.56,1,1,0.0,0.0,0.0,1.0,2021-03-11,2021-03-11,1,0,90.0,15.43,1.0,10.77,Reactivation Offer
CUST000208,561,1,496.0,2,496.0,1,1,0.0,0.0,0.0,1.0,2023-06-17,2023-06-17,1,0,90.0,6.23,1.0,14.85,Reactivation Offer
CUST000209,17,4,4162.34,17,1040.585,4,3,0.0,0.0,0.1375,0.0030097817908201,2021-04-24,2024-12-12,1329,2,365.0,0.05,0.0466,88.56,VIP Loyalty Care
CUST000210,399,2,1759.0,5,879.5,2,2,0.0,0.0,0.025,0.0017241379310344,2020-09-23,2023-11-26,1160,1,365.0,1.09,1.0,56.19,Re-engagement Push
CUST000211,617,5,3642.16,18,728.432,5,4,0.0,0.0,0.04,0.0041390728476821,2020-01-01,2023-04-22,1208,2,302.0,2.04,1.0,87.86,VIP Winback Alert
CUST000212,1755,1,137.06,1,137.06,1,1,0.0,0.0,0.05,1.0,2020-03-10,2020-03-10,1,0,90.0,19.5,1.0,10.56,Reactivation Offer
CUST000213,861,2,3546.09,6,1773.0449999999998,2,2,0.0,0.0,0.0,0.0026702269692923,2020-08-03,2022-08-21,749,1,365.0,2.36,1.0,64.96,Re-engagement Push
CUST000214,401,1,1103.48,5,1103.48,1,1,0.0,0.0,0.15,1.0,2023-11-24,2023-11-24,1,0,90.0,4.46,1.0,22.0,Reactivation Offer
CUST000215,13,6,6449.26,22,1074.8766666666668,6,4,0.0,0.0,0.0833333333333333,0.0034305317324185,2020-03-04,2024-12-16,1749,2,349.8,0.04,0.0356,98.81,VIP Loyalty Care
CUST000216,1763,1,1329.02,3,1329.02,1,1,0.0,0.0,0.0,1.0,2020-03-02,2020-03-02,1,0,90.0,19.59,1.0,24.46,Reactivation Offer
CUST000217,239,2,1414.0,4,707.0,2,2,0.0,0.0,0.05,0.0476190476190476,2024-03-24,2024-05-04,42,1,42.0,5.69,0.6548,40.6,Re-engagement Push
CUST000218,791,2,352.54,7,176.27,2,2,0.0,0.0,0.075,0.0026281208935611,2020-09-30,2022-10-30,761,1,365.0,2.17,1.0,35.64,Re-engagement Push
CUST000219,1064,2,4528.4400000000005,8,2264.2200000000003,2,2,0.0,0.0,0.025,0.0037453183520599,2020-08-15,2022-01-30,534,1,365.0,2.92,1.0,66.1,Re-engagement Push
CUST000220,529,3,3360.69,11,1120.23,3,2,0.0,0.0,0.05,0.0566037735849056,2023-05-28,2023-07-19,53,1,26.5,19.96,1.0,65.96,Re-engagement Push
CUST000222,1105,1,60.97,4,60.97,1,1,0.0,0.0,0.0,1.0,2021-12-20,2021-12-20,1,0,90.0,12.28,1.0,9.83,Reactivation Offer
CUST000223,118,4,3212.6,11,803.15,4,4,0.25,0.0,0.05,0.0053333333333333,2022-08-15,2024-09-02,750,2,250.0,0.47,0.3233,77.88,VIP Loyalty Care
CUST000224,1685,1,444.57,1,444.57,1,1,0.0,0.0,0.15,1.0,2020-05-19,2020-05-19,1,0,90.0,18.72,1.0,14.15,Reactivation Offer
CUST000225,1489,1,454.69,1,454.69,1,1,0.0,0.0,0.15,1.0,2020-12-01,2020-12-01,1,0,90.0,16.54,1.0,14.29,Reactivation Offer
CUST000227,432,1,695.74,5,695.74,1,1,0.0,0.0,0.1,1.0,2023-10-24,2023-10-24,1,0,90.0,4.8,1.0,17.34,Reactivation Offer
CUST000228,1166,2,408.05,4,204.025,2,2,0.0,0.0,0.05,0.003610108303249,2020-04-15,2021-10-20,554,0,365.0,3.19,1.0,33.99,Reactivation Offer
CUST000229,216,3,3046.15,12,1015.3833333333332,3,3,0.0,0.0,0.0166666666666666,0.0067114093959731,2023-03-08,2024-05-27,447,1,223.5,0.97,0.5918,68.01,Cross-sell Campaign
CUST000231,956,2,692.5,5,346.25,2,2,0.0,0.0,0.05,0.0079681274900398,2021-09-10,2022-05-18,251,0,251.0,3.81,1.0,34.52,Reactivation Offer
CUST000232,195,3,1541.58,4,513.86,3,3,0.0,0.0,0.0166666666666666,0.0023715415019762,2020-12-31,2024-06-17,1265,1,365.0,0.53,0.5342,64.17,Cross-sell Campaign
CUST000233,456,1,149.9,3,149.9,1,1,0.0,0.0,0.05,1.0,2023-09-30,2023-09-30,1,0,90.0,5.07,1.0,10.7,Reactivation Offer
CUST000234,131,5,5256.79,17,1051.358,5,3,0.0,0.0,0.08,0.0033311125916055,2020-07-12,2024-08-20,1501,2,365.0,0.36,0.3589,95.27,VIP Loyalty Care
CUST000235,116,3,3904.91,10,1301.6366666666663,2,3,0.0,0.0,0.1166666666666666,0.0022865853658536,2021-02-01,2024-09-04,1312,1,365.0,0.32,0.3178,81.95,Cross-sell Campaign
CUST000236,124,2,401.9500000000001,6,200.975,2,2,0.0,0.0,0.2249999999999999,0.0014440433212996,2020-11-12,2024-08-27,1385,1,365.0,0.34,0.3397,43.17,Cross-sell Campaign
CUST000237,24,5,2050.62,10,410.124,4,4,0.0,0.0,0.07,0.0033003300330033,2020-10-13,2024-12-05,1515,2,365.0,0.07,0.0658,79.71,VIP Loyalty Care
CUST000238,273,1,646.08,3,646.08,1,1,1.0,0.0,0.05,1.0,2024-03-31,2024-03-31,1,0,90.0,3.03,0.7479,16.77,Reactivation Offer
CUST000239,561,2,5681.43,10,2840.715,2,2,0.0,0.0,0.125,0.0094786729857819,2022-11-19,2023-06-17,211,1,211.0,2.66,1.0,64.9,Re-engagement Push
CUST000240,620,4,3409.9100000000003,15,852.4775000000001,4,3,0.0,0.0,0.0,0.005420054200542,2021-04-12,2023-04-19,738,2,246.0,2.52,1.0,78.81,VIP Winback Alert
CUST000241,616,1,405.87,4,405.87,1,1,0.0,0.0,0.1,1.0,2023-04-23,2023-04-23,1,0,90.0,6.84,1.0,13.65,Reactivation Offer
CUST000242,556,3,3811.33,10,1270.4433333333334,3,3,0.0,0.0,0.0,0.0029615004935834,2020-09-13,2023-06-22,1013,2,365.0,1.52,1.0,78.23,VIP Winback Alert
CUST000243,1291,1,63.36,4,63.36,1,1,0.0,0.0,0.1,1.0,2021-06-17,2021-06-17,1,0,90.0,14.34,1.0,9.85,Reactivation Offer
CUST000244,64,4,3135.63,9,783.9075,4,3,0.0,0.0,0.1625,0.0025839793281653,2020-08-01,2024-10-26,1548,2,365.0,0.18,0.1753,85.87,VIP Loyalty Care
CUST000245,94,2,1918.59,6,959.295,2,2,0.0,0.0,0.075,0.0015898251192368,2021-04-18,2024-09-26,1258,1,365.0,0.26,0.2575,58.82,Cross-sell Campaign
CUST000246,330,2,999.51,6,499.755,2,2,0.0,0.0,0.025,0.0101010101010101,2023-07-21,2024-02-03,198,1,198.0,1.67,0.9041,37.49,Re-engagement Push
CUST000247,509,2,2537.7,5,1268.85,2,2,0.0,0.0,0.025,0.0058651026392961,2022-09-02,2023-08-08,341,1,341.0,1.49,1.0,54.15,Re-engagement Push
CUST000248,141,1,1315.7,4,1315.7,1,1,0.0,0.0,0.15,1.0,2024-08-10,2024-08-10,1,0,90.0,1.57,0.3863,24.32,Reactivation Offer
CUST000250,504,3,2821.67,7,940.5566666666668,3,3,0.0,0.0,0.0333333333333333,0.007537688442211,2022-07-12,2023-08-13,398,1,199.0,2.53,1.0,66.0,Re-engagement Push
CUST000251,1055,1,631.14,2,631.14,1,1,0.0,0.0,0.2,1.0,2022-02-08,2022-02-08,1,0,90.0,11.72,1.0,16.56,Reactivation Offer
CUST000253,783,2,1117.06,6,558.53,2,2,0.0,0.0,0.175,0.0019980019980019,2020-02-11,2022-11-07,1001,1,365.0,2.15,1.0,47.54,Re-engagement Push
CUST000254,751,1,1652.07,4,1652.07,1,1,0.0,0.0,0.2,1.0,2022-12-09,2022-12-09,1,0,90.0,8.34,1.0,27.83,Reactivation Offer
CUST000255,911,4,4603.94,11,1150.985,4,3,0.0,0.0,0.0375,0.006269592476489,2020-10-03,2022-07-02,638,2,212.7,4.28,1.0,82.05,VIP Winback Alert
CUST000256,981,1,425.63,4,425.63,1,1,0.0,0.0,0.0,1.0,2022-04-23,2022-04-23,1,0,90.0,10.9,1.0,13.9,Reactivation Offer
CUST000257,842,1,23.02,1,23.02,1,1,0.0,0.0,0.0,1.0,2022-09-09,2022-09-09,1,0,90.0,9.36,1.0,9.49,Reactivation Offer
CUST000258,1102,1,1265.93,5,1265.93,1,1,0.0,0.0,0.2,1.0,2021-12-23,2021-12-23,1,0,90.0,12.24,1.0,23.79,Reactivation Offer
CUST000259,84,1,861.46,2,861.46,1,1,0.0,0.0,0.15,1.0,2024-10-06,2024-10-06,1,0,90.0,0.93,0.2301,19.2,Reactivation Offer
CUST000260,640,2,1390.85,3,695.425,2,2,0.0,0.5,0.0,0.0098039215686274,2022-09-08,2023-03-30,204,3,204.0,3.14,1.0,41.9,Friction Resolution
CUST000261,384,1,1140.8,4,1140.8,1,1,0.0,0.0,0.05,1.0,2023-12-11,2023-12-11,1,0,90.0,4.27,1.0,22.41,Reactivation Offer
CUST000264,445,4,3347.27,10,836.8175,4,3,0.0,0.0,0.05,0.003012048192771,2020-02-22,2023-10-11,1328,2,365.0,1.22,1.0,85.12,VIP Winback Alert
CUST000265,819,1,1330.1,3,1330.1,1,1,0.0,0.0,0.0,1.0,2022-10-02,2022-10-02,1,0,90.0,9.1,1.0,24.47,Reactivation Offer
CUST000266,632,1,974.3,2,974.3,1,1,0.0,0.0,0.05,1.0,2023-04-07,2023-04-07,1,0,90.0,7.02,1.0,20.5,Reactivation Offer
CUST000267,1114,2,2448.95,9,1224.475,2,2,0.0,0.0,0.175,0.0045662100456621,2020-09-30,2021-12-11,438,1,365.0,3.05,1.0,54.39,Re-engagement Push
CUST000268,406,3,2834.88,9,944.96,3,3,0.3333333333333333,0.0,0.0666666666666666,0.0031678986272439,2021-04-17,2023-11-19,947,1,365.0,1.11,1.0,72.2,Re-engagement Push
CUST000269,511,2,1559.0700000000002,7,779.5350000000001,2,2,0.0,0.0,0.025,0.0017331022530329,2020-06-09,2023-08-06,1154,1,365.0,1.4,1.0,54.02,Re-engagement Push
CUST000270,724,3,1388.69,8,462.8966666666667,3,3,0.3333333333333333,0.0,0.05,0.01171875,2022-04-25,2023-01-05,256,1,128.0,5.66,1.0,51.46,Re-engagement Push
CUST000272,636,2,1452.44,3,726.22,2,1,0.0,0.0,0.05,0.0048780487804878,2022-02-18,2023-04-03,410,0,365.0,1.74,1.0,44.56,Reactivation Offer
CUST000274,913,1,1010.4,4,1010.4,1,1,0.0,1.0,0.15,1.0,2022-06-30,2022-06-30,1,3,90.0,10.14,1.0,20.91,Friction Resolution
CUST000275,135,2,909.17,3,454.585,2,2,0.0,0.0,0.1,0.0036968576709796,2023-02-23,2024-08-16,541,1,365.0,0.37,0.3699,39.96,Cross-sell Campaign
CUST000276,771,1,438.33,2,438.33,1,1,0.0,0.0,0.0,1.0,2022-11-19,2022-11-19,1,0,90.0,8.57,1.0,14.07,Reactivation Offer
CUST000277,50,2,745.67,7,372.835,2,2,0.0,0.0,0.075,0.00418410041841,2023-07-21,2024-11-09,478,1,365.0,0.14,0.137,37.41,Cross-sell Campaign
CUST000278,231,6,4338.08,14,723.0133333333333,6,4,0.0,0.0,0.0333333333333333,0.0040650406504065,2020-04-28,2024-05-12,1476,2,295.2,0.78,0.6329,94.02,VIP Winback Alert
CUST000279,956,2,4970.1,10,2485.05,2,2,0.0,0.5,0.05,0.0052493438320209,2021-05-03,2022-05-18,381,3,365.0,2.62,1.0,65.44,Friction Resolution
CUST000280,995,2,3469.6,9,1734.8,2,2,0.0,0.0,0.05,0.0054794520547945,2021-04-10,2022-04-09,365,1,365.0,2.73,1.0,60.39,Re-engagement Push
CUST000281,179,2,607.02,2,303.51,2,2,0.0,0.0,0.125,0.0014545454545454,2020-09-28,2024-07-03,1375,1,365.0,0.49,0.4904,45.74,Cross-sell Campaign
CUST000282,277,3,3750.21,12,1250.07,3,3,0.0,0.0,0.1166666666666666,0.0025597269624573,2021-01-11,2024-03-27,1172,2,365.0,0.76,0.7589,79.81,VIP Winback Alert
CUST000283,1461,1,794.08,3,794.08,1,1,0.0,0.0,0.0,1.0,2020-12-29,2020-12-29,1,0,90.0,16.23,1.0,18.45,Reactivation Offer
CUST000284,260,2,1542.08,10,771.04,2,2,0.0,0.0,0.1,0.0017857142857142,2021-03-21,2024-04-13,1120,1,365.0,0.71,0.7123,53.45,Re-engagement Push
CUST000285,103,4,3503.91,10,875.9775,4,3,0.0,0.0,0.075,0.0024316109422492,2020-03-18,2024-09-17,1645,2,365.0,0.28,0.2822,88.38,VIP Loyalty Care
CUST000287,540,1,2316.48,4,2316.48,1,1,0.0,0.0,0.0,1.0,2023-07-08,2023-07-08,1,0,90.0,6.0,1.0,34.2,Reactivation Offer
CUST000289,250,3,2295.97,7,765.3233333333333,3,3,0.0,0.3333333333333333,0.0999999999999999,0.0020935101186322,2020-05-22,2024-04-23,1433,1,365.0,0.68,0.6849,73.14,Re-engagement Push
CUST000290,1316,1,1637.91,3,1637.91,1,1,0.0,0.0,0.1,1.0,2021-05-23,2021-05-23,1,0,90.0,14.62,1.0,27.67,Reactivation Offer
CUST000291,259,1,225.4,5,225.4,1,1,0.0,0.0,0.3,1.0,2024-04-14,2024-04-14,1,0,90.0,2.88,0.7096,11.52,Reactivation Offer
CUST000292,116,3,1219.02,7,406.34,3,2,0.3333333333333333,0.0,0.1166666666666666,0.002729754322111,2021-09-02,2024-09-04,1099,1,365.0,0.32,0.3178,58.89,Cross-sell Campaign
CUST000293,334,3,3333.31,7,1111.1033333333332,3,3,0.0,0.3333333333333333,0.05,0.0097087378640776,2023-03-28,2024-01-30,309,1,154.5,2.16,0.9151,68.26,Re-engagement Push
CUST000294,902,3,1887.68,10,629.2266666666667,3,3,0.0,0.0,0.1666666666666666,0.0042075736325385,2020-07-29,2022-07-11,713,1,356.5,2.53,1.0,61.44,Re-engagement Push
CUST000295,919,4,5394.02,13,1348.505,4,2,0.0,0.0,0.075,0.005,2020-04-16,2022-06-24,800,2,266.7,3.45,1.0,85.38,VIP Winback Alert
CUST000296,209,2,1004.28,4,502.14,2,2,0.0,0.0,0.075,0.0028776978417266,2022-07-10,2024-06-03,695,1,365.0,0.57,0.5726,42.76,Cross-sell Campaign
CUST000297,1284,2,1406.33,6,703.165,2,2,0.0,0.0,0.0,0.0151515151515151,2021-02-13,2021-06-24,132,0,132.0,9.73,1.0,41.32,Reactivation Offer
CUST000302,1514,1,314.13,3,314.13,1,1,0.0,0.0,0.0,1.0,2020-11-06,2020-11-06,1,0,90.0,16.82,1.0,12.55,Reactivation Offer
CUST000304,1276,2,3274.6800000000003,9,1637.34,2,2,0.0,0.0,0.025,0.01,2020-12-15,2021-07-02,200,1,200.0,6.38,1.0,57.8,Re-engagement Push
CUST000305,520,1,2304.93,4,2304.93,1,1,0.0,0.0,0.0,1.0,2023-07-28,2023-07-28,1,0,90.0,5.78,1.0,34.09,Reactivation Offer
CUST000306,346,3,2707.33,9,902.4433333333332,3,3,0.0,0.0,0.15,0.0031282586027111,2021-06-04,2024-01-18,959,1,365.0,0.95,0.9479,71.4,Re-engagement Push
CUST000307,554,1,1816.25,5,1816.25,1,1,0.0,0.0,0.0,1.0,2023-06-24,2023-06-24,1,0,90.0,6.16,1.0,29.52,Reactivation Offer
CUST000310,734,1,1645.06,4,1645.06,1,1,0.0,0.0,0.05,1.0,2022-12-26,2022-12-26,1,0,90.0,8.16,1.0,27.75,Reactivation Offer
CUST000311,783,3,1725.4,9,575.1333333333333,3,3,0.0,0.0,0.0166666666666666,0.0031413612565445,2020-03-28,2022-11-07,955,1,365.0,2.15,1.0,62.55,Re-engagement Push
CUST000312,718,3,2584.56,6,861.52,3,2,0.0,0.0,0.0166666666666666,0.006787330316742,2021-10-27,2023-01-11,442,1,221.0,3.25,1.0,64.69,Re-engagement Push
CUST000313,500,3,3698.21,10,1232.736666666667,3,2,0.0,0.0,0.0166666666666666,0.0044444444444444,2021-10-12,2023-08-17,675,1,337.5,1.48,1.0,73.91,Re-engagement Push
CUST000314,1344,1,90.6,3,90.6,1,1,0.0,0.0,0.0,1.0,2021-04-25,2021-04-25,1,0,90.0,14.93,1.0,10.12,Reactivation Offer
CUST000315,980,1,336.82,1,336.82,1,1,0.0,0.0,0.25,1.0,2022-04-24,2022-04-24,1,0,90.0,10.89,1.0,12.79,Reactivation Offer
CUST000316,472,1,2336.11,5,2336.11,1,1,0.0,0.0,0.15,1.0,2023-09-14,2023-09-14,1,0,90.0,5.24,1.0,34.34,Reactivation Offer
CUST000317,364,3,2709.28,9,903.0933333333332,3,2,0.3333333333333333,0.0,0.0166666666666666,0.0021691973969631,2020-03-19,2023-12-31,1383,1,365.0,1.0,0.9973,76.08,Re-engagement Push
CUST000318,895,1,1377.06,4,1377.06,1,1,0.0,0.0,0.0,1.0,2022-07-18,2022-07-18,1,0,90.0,9.94,1.0,24.97,Reactivation Offer
CUST000320,1049,1,1050.53,2,1050.53,1,1,0.0,0.0,0.05,1.0,2022-02-14,2022-02-14,1,0,90.0,11.66,1.0,21.39,Reactivation Offer
CUST000321,1606,1,744.8,2,744.8,1,1,0.0,0.0,0.2,1.0,2020-08-06,2020-08-06,1,0,90.0,17.84,1.0,17.9,Reactivation Offer
CUST000322,849,2,1234.93,6,617.465,2,2,0.0,0.0,0.025,0.0020811654526534,2020-01-16,2022-09-02,961,1,365.0,2.33,1.0,48.36,Re-engagement Push
CUST000323,1409,1,526.98,1,526.98,1,1,0.0,0.0,0.0,1.0,2021-02-19,2021-02-19,1,0,90.0,15.66,1.0,15.25,Reactivation Offer
CUST000325,495,3,5719.84,14,1906.6133333333328,3,2,0.0,0.0,0.1166666666666666,0.0033444816053511,2021-03-09,2023-08-22,897,2,365.0,1.36,1.0,81.41,VIP Winback Alert
CUST000326,550,4,3179.62,10,794.905,4,3,0.0,0.0,0.0999999999999999,0.0042105263157894,2020-11-21,2023-06-28,950,2,316.7,1.74,1.0,79.95,VIP Winback Alert
CUST000327,786,1,1120.75,3,1120.75,1,1,0.0,0.0,0.15,1.0,2022-11-04,2022-11-04,1,0,90.0,8.73,1.0,22.21,Reactivation Offer
CUST000328,589,3,4764.299999999999,12,1588.0999999999997,3,3,0.0,0.0,0.0999999999999999,0.0048076923076923,2021-09-04,2023-05-20,624,2,312.0,1.89,1.0,76.72,VIP Winback Alert
CUST000329,917,1,58.53,1,58.53,1,1,0.0,0.0,0.1,1.0,2022-06-26,2022-06-26,1,0,90.0,10.19,1.0,9.81,Reactivation Offer
CUST000331,277,7,4340.49,22,620.0699999999999,6,3,0.2857142857142857,0.0,0.0642857142857143,0.0058873002523128,2020-12-25,2024-03-27,1189,2,198.2,1.4,0.7589,91.51,VIP Winback Alert
CUST000332,1206,1,1079.76,3,1079.76,1,1,0.0,0.0,0.0,1.0,2021-09-10,2021-09-10,1,0,90.0,13.4,1.0,21.71,Reactivation Offer
CUST000333,863,2,1217.78,10,608.89,2,2,0.5,0.0,0.1,0.0074906367041198,2021-11-26,2022-08-19,267,1,267.0,3.23,1.0,40.61,Re-engagement Push
CUST000334,356,1,41.59,2,41.59,1,1,0.0,0.0,0.15,1.0,2024-01-08,2024-01-08,1,0,90.0,3.96,0.9753,9.66,Reactivation Offer
CUST000335,71,5,2108.65,15,421.73,5,5,0.0,0.0,0.08,0.0033557046979865,2020-09-21,2024-10-19,1490,2,365.0,0.19,0.1945,80.03,VIP Loyalty Care
CUST000336,544,1,2615.24,5,2615.24,1,1,0.0,0.0,0.0,1.0,2023-07-04,2023-07-04,1,0,90.0,6.04,1.0,36.72,Reactivation Offer
CUST000337,424,1,875.36,3,875.36,1,1,0.0,0.0,0.1,1.0,2023-11-01,2023-11-01,1,0,90.0,4.71,1.0,19.38,Reactivation Offer
CUST000338,414,2,1210.45,5,605.225,2,2,0.0,0.0,0.05,0.0026281208935611,2021-10-12,2023-11-11,761,1,365.0,1.13,1.0,45.83,Re-engagement Push
CUST000339,1,5,5584.96,16,1116.992,5,3,0.0,0.0,0.05,0.0027487630566245,2020-01-06,2024-12-28,1819,2,365.0,0.0,0.0027,97.19,VIP Loyalty Care
CUST000340,34,6,5169.45,17,861.5749999999999,6,4,0.0,0.0,0.075,0.0035502958579881,2020-04-11,2024-11-25,1690,2,338.0,0.1,0.0932,97.23,VIP Loyalty Care
CUST000341,183,3,2239.38,14,746.46,3,2,0.0,0.0,0.1999999999999999,0.0024057738572574,2021-01-30,2024-06-29,1247,1,365.0,0.5,0.5014,70.79,Cross-sell Campaign
CUST000342,820,3,1587.04,8,529.0133333333333,3,3,0.0,0.0,0.0666666666666666,0.0046511627906976,2020-12-26,2022-10-01,645,1,322.5,2.54,1.0,57.58,Re-engagement Push
CUST000343,306,3,4014.76,11,1338.253333333333,3,3,0.0,0.0,0.0166666666666666,0.003405221339387,2021-09-30,2024-02-27,881,2,365.0,0.84,0.8384,77.48,VIP Winback Alert
CUST000344,296,2,722.5899999999999,4,361.295,2,1,0.0,0.0,0.2,0.0082304526748971,2023-07-10,2024-03-08,243,0,243.0,1.22,0.811,34.78,Reactivation Offer
CUST000345,173,2,519.96,4,259.98,2,2,0.0,0.0,0.1,0.0168067226890756,2024-03-13,2024-07-09,119,1,119.0,1.45,0.474,31.06,Cross-sell Campaign
CUST000346,1322,1,1988.09,5,1988.09,1,1,0.0,0.0,0.0,1.0,2021-05-17,2021-05-17,1,0,90.0,14.69,1.0,31.2,Reactivation Offer
CUST000348,91,3,1453.38,5,484.46,3,3,0.0,0.3333333333333333,0.0666666666666666,0.0019023462270133,2020-06-06,2024-09-29,1577,1,365.0,0.25,0.2493,66.05,Cross-sell Campaign
CUST000349,1518,1,2307.31,5,2307.31,1,1,0.0,0.0,0.05,1.0,2020-11-02,2020-11-02,1,0,90.0,16.87,1.0,34.1,Reactivation Offer
CUST000350,411,1,743.17,2,743.17,1,1,0.0,0.0,0.05,1.0,2023-11-14,2023-11-14,1,0,90.0,4.57,1.0,17.88,Reactivation Offer
CUST000351,90,1,103.71,3,103.71,1,1,0.0,1.0,0.1,1.0,2024-09-30,2024-09-30,1,3,90.0,1.0,0.2466,10.23,Friction Resolution
CUST000352,71,3,3333.27,13,1111.09,2,3,0.3333333333333333,0.0,0.0166666666666666,0.0019685039370078,2020-08-18,2024-10-19,1524,2,365.0,0.19,0.1945,81.28,VIP Loyalty Care
